200,0.5877278546607327
300,0.6118754968507307
400,0.6266944734098019
500,0.6433889128160954
600,0.650959698821206
700,0.6574939639695413
800,0.6642551077438986
900,0.6704042858032766
1000,0.6744360432418921
1100,0.7585093712781295
1200,0.7580645161290323
1300,0.754179019743897
1400,0.7587166993608808
1500,0.7609661651748874
1600,0.7568935872126346
1700,0.7612917651568389
1800,0.7653656348138178
1900,0.7682762168070468
2000,0.7677868799587176
2100,0.7734096939105676
2200,0.7718301629552684
2300,0.776753728912916
2400,0.7698817225380644
2500,0.7787648331475775
2600,0.776590146681576
2700,0.7753910116808552
2800,0.780143017943455
2900,0.7763568723842423
3000,0.7825434913017396
3100,0.8375242426268976
3200,0.8407032141179628
3300,0.8444085369958931
3400,0.8378707018847531
3500,0.8372195485663932
3600,0.8378222131537781
3700,0.8408517027229919
3800,0.8387317674450455
3900,0.8407201264344122
4000,0.834448045232021
4100,0.8430083719642981
4200,0.838367006873568
4300,0.846094893053717
4400,0.8464308187093617
4500,0.8495404476250614
4600,0.8414419488840386
4700,0.8486539956193033
4800,0.8488973977167978
4900,0.8522379563082616
5000,0.8499964293365707
5100,0.8831434100193507
5200,0.8821837013594188
5300,0.8807839457157295
5400,0.883503586176918
5500,0.8837708136406602
5600,0.8796978763774356
5700,0.8814912473449059
5800,0.8784826876424319
5900,0.8823876632479893
6000,0.8845071465600237
6100,0.8846353973091504
6200,0.8845407744534806
6300,0.8878154721785366
6400,0.8870179658723596
6500,0.8864785331623029
6600,0.8868060289328183
6700,0.8862616893484376
6800,0.8897199114706555
6900,0.8878418754309354
7000,0.8878720295316466
7100,0.90299544507064
7200,0.9033945594047896
7300,0.9033688633003968
7400,0.9034601265328439
7500,0.9011997177134792
7600,0.9016374084861843
7700,0.9002212913933455
7800,0.8982385146393715
7900,0.9032900501872062
8000,0.901183715908182
8100,0.8986589576808801
8200,0.9019188905909861
8300,0.9028171294422408
8400,0.9052263675526294
8500,0.9046355994450339
8600,0.9046955666639351
8700,0.9005595326256891
8800,0.9054779806659506
8900,0.9040902679830748
9000,0.9073564942097809
9100,0.9249979084748599
9200,0.9243468033268923
9300,0.9239433054922804
9400,0.9197661611454715
9500,0.9199353356589807
9600,0.9191233017175083
9700,0.9186475585686089
9800,0.920020684305783
9900,0.9212758590842205
